fixture_id,side,team_id,team_name,team_assists,team_blocks,team_blocksReceived,team_efficiency,team_foulsTotal,team_freeThrowsAttempted,team_freeThrowsMade,team_freeThrowsPercentage,team_minutes,team_plusMinus,team_points,team_pointsThreeAttempted,team_pointsThreeMade,team_pointsThreePercentage,team_pointsTwoAttempted,team_pointsTwoMade,team_pointsTwoPercentage,team_rebounds,team_reboundsDefensive,team_reboundsOffensive,team_steals,team_turnovers
2f1cd491-6715-11f0-9760-3deba12f98c8,away,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,27.0,3.0,2.0,,28.0,25.0,20.0,80.0,PT200M,,103.0,32.0,17.0,53.12,33.0,16.0,48.48,46.0,31.0,15.0,6.0,15.0
2f6a415a-6715-11f0-af9a-3deba12f98c8,home,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,21.0,4.0,3.0,,20.0,27.0,20.0,74.07,PT225M,,87.0,21.0,7.0,33.33,41.0,23.0,56.1,42.0,31.0,11.0,7.0,20.0
2f6a415a-6715-11f0-af9a-3deba12f98c8,away,703aa4cc-55b7-11f0-8fb8-35ef9dc7437a,Bourg-en-Bresse,12.0,4.0,3.0,,23.0,30.0,23.0,76.67,PT225M,,83.0,32.0,6.0,18.75,44.0,21.0,47.73,41.0,22.0,19.0,12.0,14.0
53c34cce-6715-11f0-8149-9ffadebc148f,home,f43b1b0f-55bc-11f0-84d9-01499d2f0a07,Paris,15.0,4.0,3.0,,30.0,32.0,25.0,78.12,PT225M,,103.0,47.0,14.0,29.79,35.0,18.0,51.43,49.0,28.0,21.0,10.0,23.0
53c34cce-6715-11f0-8149-9ffadebc148f,away,989c44aa-55b7-11f0-990a-abf64778d398,Chalon/Saône,21.0,3.0,4.0,,26.0,36.0,25.0,69.44,PT225M,,105.0,24.0,10.0,41.67,46.0,25.0,54.35,36.0,24.0,12.0,12.0,22.0
52ad5b69-6715-11f0-aea0-9ffadebc148f,home,c281453b-55b7-11f0-a6ef-350ae152a495,Cholet,16.0,4.0,2.0,,24.0,32.0,20.0,62.5,PT200M,,93.0,18.0,5.0,27.78,44.0,29.0,65.91,34.0,23.0,11.0,10.0,12.0
52ad5b69-6715-11f0-aea0-9ffadebc148f,away,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,17.0,2.0,4.0,,26.0,24.0,19.0,79.17,PT200M,,85.0,32.0,12.0,37.5,28.0,15.0,53.57,30.0,19.0,11.0,4.0,18.0
0c1ca8d7-6715-11f0-aa83-27e6e78614e1,home,da0b634d-55bc-11f0-99f8-2dd52d4792f3,Nancy,30.0,2.0,1.0,,22.0,37.0,29.0,78.38,PT200M,,117.0,23.0,10.0,43.48,46.0,29.0,63.04,48.0,29.0,19.0,5.0,10.0
0c1ca8d7-6715-11f0-aa83-27e6e78614e1,away,ca771ea2-55bb-11f0-a0bc-85c4b9894a07,Limoges,18.0,1.0,2.0,,30.0,19.0,12.0,63.16,PT200M,,85.0,15.0,9.0,60.0,49.0,23.0,46.94,21.0,13.0,8.0,6.0,9.0
2ec2bc4e-6715-11f0-858a-3deba12f98c8,home,9ebf8651-55bb-11f0-b6ad-2f4a48ae850a,Le Portel,10.0,4.0,1.0,,25.0,29.0,22.0,75.86,PT200M,,57.0,25.0,3.0,12.0,32.0,13.0,40.62,28.0,27.0,1.0,5.0,18.0
2ec2bc4e-6715-11f0-858a-3deba12f98c8,away,f43b1b0f-55bc-11f0-84d9-01499d2f0a07,Paris,29.0,1.0,4.0,,24.0,30.0,23.0,76.67,PT200M,,120.0,40.0,13.0,32.5,47.0,29.0,61.7,62.0,40.0,22.0,10.0,10.0
528eb9d9-6715-11f0-a226-9ffadebc148f,home,7e9f3d8d-55bb-11f0-ae66-df8c8ac8c329,Le Mans,21.0,5.0,2.0,,26.0,27.0,21.0,77.78,PT200M,,108.0,31.0,15.0,48.39,32.0,21.0,65.62,28.0,19.0,9.0,7.0,11.0
528eb9d9-6715-11f0-a226-9ffadebc148f,away,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,20.0,2.0,5.0,,25.0,32.0,24.0,75.0,PT200M,,94.0,22.0,10.0,45.45,35.0,20.0,57.14,31.0,20.0,11.0,6.0,15.0
51eeac85-6715-11f0-9907-9ffadebc148f,home,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,23.0,4.0,5.0,,22.0,35.0,28.0,80.0,PT225M,,96.0,25.0,8.0,32.0,42.0,22.0,52.38,42.0,27.0,15.0,7.0,14.0
51eeac85-6715-11f0-9907-9ffadebc148f,away,238ad480-55b8-11f0-ada9-1b2b39c0d600,Dijon,22.0,4.0,4.0,,23.0,24.0,20.0,83.33,PT225M,,98.0,31.0,12.0,38.71,41.0,21.0,51.22,36.0,25.0,11.0,4.0,11.0
0d40cd96-6715-11f0-bea3-27e6e78614e1,home,f43b1b0f-55bc-11f0-84d9-01499d2f0a07,Paris,27.0,1.0,2.0,,20.0,22.0,19.0,86.36,PT200M,,110.0,43.0,17.0,39.53,35.0,20.0,57.14,42.0,25.0,17.0,15.0,16.0
0d40cd96-6715-11f0-bea3-27e6e78614e1,away,9ebf8651-55bb-11f0-b6ad-2f4a48ae850a,Le Portel,24.0,1.0,2.0,,20.0,21.0,14.0,66.67,PT200M,,80.0,28.0,8.0,28.57,38.0,21.0,55.26,40.0,24.0,16.0,8.0,27.0
2d9ef36d-6715-11f0-824e-3deba12f98c8,home,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,19.0,1.0,1.0,,19.0,19.0,13.0,68.42,PT200M,,84.0,33.0,11.0,33.33,39.0,19.0,48.72,43.0,22.0,21.0,6.0,9.0
2d9ef36d-6715-11f0-824e-3deba12f98c8,away,689d1a0a-55bd-11f0-920c-f5c62c2828ba,Saint-Quentin,8.0,1.0,1.0,,19.0,21.0,20.0,95.24,PT200M,,72.0,26.0,10.0,38.46,29.0,11.0,37.93,36.0,24.0,12.0,3.0,16.0
2d649c69-6715-11f0-8699-3deba12f98c8,home,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,16.0,0.0,1.0,,25.0,30.0,24.0,80.0,PT200M,,85.0,30.0,3.0,10.0,39.0,26.0,66.67,39.0,23.0,16.0,6.0,12.0
2d649c69-6715-11f0-8699-3deba12f98c8,away,c281453b-55b7-11f0-a6ef-350ae152a495,Cholet,17.0,1.0,0.0,,27.0,35.0,23.0,65.71,PT200M,,87.0,23.0,8.0,34.78,34.0,20.0,58.82,36.0,25.0,11.0,8.0,14.0
2e2ad2a4-6715-11f0-9c43-3deba12f98c8,home,703aa4cc-55b7-11f0-8fb8-35ef9dc7437a,Bourg-en-Bresse,13.0,3.0,5.0,,20.0,22.0,17.0,77.27,PT200M,,81.0,21.0,8.0,38.1,42.0,20.0,47.62,31.0,19.0,12.0,9.0,9.0
2e2ad2a4-6715-11f0-9c43-3deba12f98c8,away,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,22.0,5.0,3.0,,20.0,23.0,18.0,78.26,PT200M,,79.0,20.0,7.0,35.0,39.0,20.0,51.28,40.0,26.0,14.0,6.0,16.0
52c5d935-6715-11f0-8bd5-9ffadebc148f,home,736b73ae-55bc-11f0-820e-2bf5ce89dac3,Monaco,28.0,8.0,1.0,,20.0,21.0,19.0,90.48,PT200M,,99.0,29.0,12.0,41.38,32.0,22.0,68.75,35.0,28.0,7.0,11.0,16.0
52c5d935-6715-11f0-8bd5-9ffadebc148f,away,7e9f3d8d-55bb-11f0-ae66-df8c8ac8c329,Le Mans,16.0,1.0,8.0,,22.0,11.0,10.0,90.91,PT200M,,85.0,37.0,13.0,35.14,35.0,18.0,51.43,31.0,20.0,11.0,9.0,15.0
0b9cbd14-6715-11f0-8bc6-27e6e78614e1,home,ca771ea2-55bb-11f0-a0bc-85c4b9894a07,Limoges,21.0,2.0,0.0,,22.0,37.0,29.0,78.38,PT200M,,80.0,19.0,5.0,26.32,31.0,18.0,58.06,36.0,26.0,10.0,8.0,14.0
0b9cbd14-6715-11f0-8bc6-27e6e78614e1,away,238ad480-55b8-11f0-ada9-1b2b39c0d600,Dijon,22.0,0.0,2.0,,27.0,19.0,14.0,73.68,PT200M,,76.0,34.0,12.0,35.29,30.0,13.0,43.33,33.0,19.0,14.0,5.0,12.0
2f3f0e0e-6715-11f0-80c4-3deba12f98c8,home,9ebf8651-55bb-11f0-b6ad-2f4a48ae850a,Le Portel,6.0,3.0,0.0,,18.0,29.0,19.0,65.52,PT200M,,65.0,17.0,4.0,23.53,43.0,17.0,39.53,28.0,16.0,12.0,10.0,21.0
2f3f0e0e-6715-11f0-80c4-3deba12f98c8,away,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,29.0,0.0,3.0,,22.0,12.0,9.0,75.0,PT200M,,102.0,18.0,5.0,27.78,50.0,39.0,78.0,38.0,29.0,9.0,12.0,15.0
5390dacf-6715-11f0-8f01-9ffadebc148f,home,238ad480-55b8-11f0-ada9-1b2b39c0d600,Dijon,24.0,4.0,2.0,,27.0,31.0,27.0,87.1,PT200M,,103.0,22.0,12.0,54.55,29.0,20.0,68.97,29.0,25.0,4.0,7.0,16.0
5390dacf-6715-11f0-8f01-9ffadebc148f,away,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,14.0,2.0,4.0,,31.0,40.0,31.0,77.5,PT200M,,85.0,27.0,6.0,22.22,30.0,18.0,60.0,29.0,16.0,13.0,12.0,13.0
2f7818cd-6715-11f0-974f-3deba12f98c8,home,e796c4fa-55bc-11f0-a2f1-8f0878f0f894,Nanterre,18.0,2.0,5.0,,20.0,19.0,16.0,84.21,PT200M,,76.0,25.0,6.0,24.0,48.0,21.0,43.75,46.0,27.0,19.0,3.0,12.0
2f7818cd-6715-11f0-974f-3deba12f98c8,away,736b73ae-55bc-11f0-820e-2bf5ce89dac3,Monaco,21.0,6.0,2.0,,22.0,27.0,16.0,59.26,PT200M,,81.0,28.0,9.0,32.14,36.0,19.0,52.78,40.0,27.0,13.0,6.0,10.0
0bedf92c-6715-11f0-9c10-27e6e78614e1,home,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,16.0,0.0,3.0,,23.0,22.0,14.0,63.64,PT200M,,65.0,17.0,3.0,17.65,37.0,21.0,56.76,31.0,22.0,9.0,2.0,17.0
0bedf92c-6715-11f0-9c10-27e6e78614e1,away,da0b634d-55bc-11f0-99f8-2dd52d4792f3,Nancy,16.0,3.0,0.0,,25.0,28.0,22.0,78.57,PT200M,,87.0,26.0,9.0,34.62,28.0,19.0,67.86,31.0,25.0,6.0,9.0,12.0
2f0f4845-6715-11f0-bb7e-3deba12f98c8,home,e796c4fa-55bc-11f0-a2f1-8f0878f0f894,Nanterre,26.0,0.0,3.0,,22.0,32.0,19.0,59.38,PT200M,,88.0,20.0,7.0,35.0,49.0,24.0,48.98,43.0,24.0,19.0,8.0,9.0
2f0f4845-6715-11f0-bb7e-3deba12f98c8,away,989c44aa-55b7-11f0-990a-abf64778d398,Chalon/Saône,21.0,3.0,1.0,,27.0,22.0,14.0,63.64,PT199M59S,,82.0,21.0,8.0,38.1,37.0,22.0,59.46,31.0,23.0,8.0,5.0,14.0
531798eb-6715-11f0-840d-9ffadebc148f,home,989c44aa-55b7-11f0-990a-abf64778d398,Chalon/Saône,22.0,1.0,2.0,,31.0,26.0,20.0,76.92,PT200M,,87.0,17.0,5.0,29.41,41.0,26.0,63.41,40.0,30.0,10.0,8.0,20.0
531798eb-6715-11f0-840d-9ffadebc148f,away,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,23.0,2.0,1.0,,23.0,37.0,27.0,72.97,PT200M,,89.0,27.0,8.0,29.63,33.0,19.0,57.58,26.0,18.0,8.0,13.0,12.0
2d795406-6715-11f0-b651-3deba12f98c8,home,736b73ae-55bc-11f0-820e-2bf5ce89dac3,Monaco,21.0,5.0,0.0,,24.0,34.0,23.0,67.65,PT200M,,88.0,21.0,7.0,33.33,34.0,22.0,64.71,33.0,24.0,9.0,8.0,17.0
2d795406-6715-11f0-b651-3deba12f98c8,away,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,7.0,0.0,5.0,,32.0,22.0,17.0,77.27,PT200M,,74.0,24.0,7.0,29.17,37.0,18.0,48.65,35.0,23.0,12.0,9.0,21.0
0c05ec96-6715-11f0-88e1-27e6e78614e1,home,c281453b-55b7-11f0-a6ef-350ae152a495,Cholet,25.0,2.0,0.0,,25.0,30.0,22.0,73.33,PT200M,,98.0,26.0,6.0,23.08,52.0,29.0,55.77,53.0,28.0,25.0,12.0,21.0
0c05ec96-6715-11f0-88e1-27e6e78614e1,away,989c44aa-55b7-11f0-990a-abf64778d398,Chalon/Saône,23.0,0.0,2.0,,30.0,24.0,19.0,79.17,PT200M,,79.0,28.0,8.0,28.57,34.0,18.0,52.94,32.0,22.0,10.0,5.0,24.0
2eada0f9-6715-11f0-976f-3deba12f98c8,home,da0b634d-55bc-11f0-99f8-2dd52d4792f3,Nancy,15.0,4.0,2.0,,21.0,30.0,22.0,73.33,PT200M,,83.0,24.0,9.0,37.5,33.0,17.0,51.52,39.0,28.0,11.0,9.0,20.0
2eada0f9-6715-11f0-976f-3deba12f98c8,away,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,15.0,2.0,4.0,,29.0,26.0,17.0,65.38,PT200M,,72.0,29.0,11.0,37.93,31.0,11.0,35.48,34.0,23.0,11.0,10.0,19.0
2e5a1a01-6715-11f0-a9c7-3deba12f98c8,home,238ad480-55b8-11f0-ada9-1b2b39c0d600,Dijon,19.0,4.0,2.0,,31.0,22.0,21.0,95.45,PT200M,,88.0,27.0,9.0,33.33,37.0,20.0,54.05,30.0,20.0,10.0,7.0,15.0
2e5a1a01-6715-11f0-a9c7-3deba12f98c8,away,e796c4fa-55bc-11f0-a2f1-8f0878f0f894,Nanterre,19.0,2.0,4.0,,20.0,34.0,28.0,82.35,PT200M,,97.0,36.0,13.0,36.11,29.0,15.0,51.72,44.0,26.0,18.0,9.0,15.0
2ed02945-6715-11f0-9b46-3deba12f98c8,home,7e9f3d8d-55bb-11f0-ae66-df8c8ac8c329,Le Mans,19.0,2.0,1.0,,17.0,28.0,23.0,82.14,PT200M,,88.0,22.0,7.0,31.82,41.0,22.0,53.66,25.0,16.0,9.0,8.0,9.0
2ed02945-6715-11f0-9b46-3deba12f98c8,away,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,19.0,1.0,2.0,,23.0,14.0,12.0,85.71,PT200M,,91.0,24.0,11.0,45.83,40.0,23.0,57.5,38.0,23.0,15.0,3.0,18.0
0b85709f-6715-11f0-b55a-27e6e78614e1,home,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,17.0,3.0,2.0,,16.0,12.0,9.0,75.0,PT200M,,80.0,31.0,9.0,29.03,39.0,22.0,56.41,37.0,23.0,14.0,3.0,8.0
0b85709f-6715-11f0-b55a-27e6e78614e1,away,9ebf8651-55bb-11f0-b6ad-2f4a48ae850a,Le Portel,19.0,2.0,3.0,,18.0,12.0,8.0,66.67,PT200M,,75.0,30.0,15.0,50.0,26.0,11.0,42.31,32.0,25.0,7.0,2.0,15.0
2e99696a-6715-11f0-8ffe-3deba12f98c8,home,238ad480-55b8-11f0-ada9-1b2b39c0d600,Dijon,23.0,2.0,2.0,,29.0,27.0,24.0,88.89,PT200M,,94.0,31.0,10.0,32.26,27.0,20.0,74.07,27.0,21.0,6.0,8.0,13.0
2e99696a-6715-11f0-8ffe-3deba12f98c8,away,989c44aa-55b7-11f0-990a-abf64778d398,Chalon/Saône,16.0,2.0,2.0,,25.0,41.0,29.0,70.73,PT200M,,91.0,21.0,6.0,28.57,36.0,22.0,61.11,36.0,24.0,12.0,5.0,15.0
2e776fa0-6715-11f0-9b3e-3deba12f98c8,home,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,19.0,6.0,4.0,,22.0,31.0,27.0,87.1,PT250M,,93.0,36.0,8.0,22.22,38.0,21.0,55.26,41.0,28.0,13.0,9.0,19.0
2e776fa0-6715-11f0-9b3e-3deba12f98c8,away,f43b1b0f-55bc-11f0-84d9-01499d2f0a07,Paris,16.0,4.0,5.0,,24.0,18.0,14.0,77.78,PT250M,,98.0,36.0,12.0,33.33,47.0,24.0,51.06,49.0,31.0,18.0,5.0,16.0
2dd07b35-6715-11f0-9650-3deba12f98c8,home,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,22.0,3.0,3.0,,23.0,28.0,20.0,71.43,PT200M,,92.0,33.0,10.0,30.3,32.0,21.0,65.62,38.0,25.0,13.0,5.0,8.0
2dd07b35-6715-11f0-9650-3deba12f98c8,away,ca771ea2-55bb-11f0-a0bc-85c4b9894a07,Limoges,17.0,3.0,3.0,,23.0,20.0,15.0,75.0,PT200M,,80.0,25.0,7.0,28.0,39.0,22.0,56.41,35.0,24.0,11.0,4.0,11.0
2d899ed2-6715-11f0-973d-3deba12f98c8,home,ca771ea2-55bb-11f0-a0bc-85c4b9894a07,Limoges,16.0,3.0,0.0,,21.0,22.0,15.0,68.18,PT200M,,74.0,21.0,5.0,23.81,44.0,22.0,50.0,40.0,28.0,12.0,5.0,10.0
2d899ed2-6715-11f0-973d-3deba12f98c8,away,9ebf8651-55bb-11f0-b6ad-2f4a48ae850a,Le Portel,18.0,0.0,3.0,,21.0,16.0,11.0,68.75,PT200M,,79.0,27.0,12.0,44.44,43.0,16.0,37.21,42.0,27.0,15.0,4.0,10.0
2f4ceb1f-6715-11f0-a233-3deba12f98c8,home,506c2d71-55bb-11f0-bf0b-8b5d06fe51cf,Gravelines-Dunkerque,16.0,2.0,2.0,,22.0,37.0,31.0,83.78,PT200M,,91.0,28.0,10.0,35.71,26.0,15.0,57.69,35.0,29.0,6.0,6.0,11.0
2f4ceb1f-6715-11f0-a233-3deba12f98c8,away,689d1a0a-55bd-11f0-920c-f5c62c2828ba,Saint-Quentin,16.0,2.0,2.0,,25.0,18.0,10.0,55.56,PT200M,,75.0,31.0,5.0,16.13,48.0,25.0,52.08,45.0,24.0,21.0,7.0,12.0
0b769052-6715-11f0-928e-27e6e78614e1,home,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,23.0,0.0,2.0,,20.0,35.0,25.0,71.43,PT200M,,94.0,22.0,9.0,40.91,29.0,21.0,72.41,41.0,30.0,11.0,8.0,19.0
0b769052-6715-11f0-928e-27e6e78614e1,away,689d1a0a-55bd-11f0-920c-f5c62c2828ba,Saint-Quentin,16.0,3.0,0.0,,27.0,17.0,12.0,70.59,PT200M,,76.0,35.0,12.0,34.29,26.0,14.0,53.85,18.0,14.0,4.0,9.0,11.0
2ebbc281-6715-11f0-b939-3deba12f98c8,home,703aa4cc-55b7-11f0-8fb8-35ef9dc7437a,Bourg-en-Bresse,27.0,1.0,3.0,,25.0,26.0,20.0,76.92,PT200M,,89.0,21.0,7.0,33.33,42.0,24.0,57.14,37.0,27.0,10.0,6.0,11.0
2ebbc281-6715-11f0-b939-3deba12f98c8,away,da0b634d-55bc-11f0-99f8-2dd52d4792f3,Nancy,14.0,3.0,1.0,,23.0,30.0,19.0,63.33,PT200M,,77.0,23.0,6.0,26.09,42.0,20.0,47.62,41.0,25.0,16.0,8.0,13.0
0cf637f3-6715-11f0-b9ed-27e6e78614e1,home,ca771ea2-55bb-11f0-a0bc-85c4b9894a07,Limoges,17.0,1.0,2.0,,27.0,28.0,18.0,64.29,PT200M,,65.0,15.0,5.0,33.33,33.0,16.0,48.48,26.0,18.0,8.0,1.0,15.0
0cf637f3-6715-11f0-b9ed-27e6e78614e1,away,25bcb29d-55bc-11f0-8037-fb553c4eab1b,Lyon-Villeurbanne,19.0,2.0,2.0,,24.0,24.0,19.0,79.17,PT200M,,81.0,18.0,4.0,22.22,41.0,25.0,60.98,36.0,26.0,10.0,8.0,10.0
0c767f2a-6715-11f0-93e6-27e6e78614e1,home,736b73ae-55bc-11f0-820e-2bf5ce89dac3,Monaco,27.0,4.0,0.0,,25.0,24.0,17.0,70.83,PT200M,,92.0,37.0,15.0,40.54,28.0,15.0,53.57,30.0,21.0,9.0,7.0,8.0
0c767f2a-6715-11f0-93e6-27e6e78614e1,away,c3b5d870-55b5-11f0-9d0f-171bcde6f181,Boulazac,18.0,0.0,3.0,,24.0,21.0,16.0,76.19,PT200M,,85.0,24.0,9.0,37.5,33.0,21.0,63.64,36.0,29.0,7.0,3.0,16.0
2dc9b523-6715-11f0-8364-3deba12f98c8,home,7e9f3d8d-55bb-11f0-ae66-df8c8ac8c329,Le Mans,19.0,1.0,2.0,,25.0,18.0,10.0,55.56,PT200M,,87.0,21.0,7.0,33.33,42.0,28.0,66.67,28.0,21.0,7.0,16.0,14.0
2dc9b523-6715-11f0-8364-3deba12f98c8,away,506c2d71-55bb-11f0-bf0b-8b5d06fe51cf,Gravelines-Dunkerque,10.0,2.0,1.0,,20.0,29.0,21.0,72.41,PT200M,,66.0,23.0,5.0,21.74,25.0,15.0,60.0,35.0,27.0,8.0,7.0,24.0
0bd4aab5-6715-11f0-ab66-27e6e78614e1,home,506c2d71-55bb-11f0-bf0b-8b5d06fe51cf,Gravelines-Dunkerque,21.0,2.0,2.0,,16.0,28.0,16.0,57.14,PT200M,,81.0,26.0,11.0,42.31,24.0,16.0,66.67,31.0,23.0,8.0,7.0,15.0
0bd4aab5-6715-11f0-ab66-27e6e78614e1,away,88bff512-55bd-11f0-aa84-8366061a4b55,Strasbourg,20.0,2.0,2.0,,22.0,11.0,9.0,81.82,PT200M,,87.0,30.0,14.0,46.67,38.0,18.0,47.37,33.0,20.0,13.0,11.0,11.0
0c435d61-6715-11f0-b5b4-27e6e78614e1,home,989c44aa-55b7-11f0-990a-abf64778d398,Chalon/Saône,14.0,2.0,6.0,,27.0,30.0,21.0,70.0,PT200M,,67.0,25.0,6.0,24.0,33.0,14.0,42.42,27.0,14.0,13.0,9.0,27.0
0c435d61-6715-11f0-b5b4-27e6e78614e1,away,f43b1b0f-55bc-11f0-84d9-01499d2f0a07,Paris,26.0,6.0,2.0,,26.0,29.0,26.0,89.66,PT200M,,107.0,32.0,15.0,46.88,26.0,18.0,69.23,40.0,26.0,14.0,14.0,24.0
52a5a5e9-6715-11f0-b124-9ffadebc148f,home,e796c4fa-55bc-11f0-a2f1-8f0878f0f894,Nanterre,19.0,1.0,1.0,,25.0,33.0,20.0,60.61,PT200M,,80.0,28.0,10.0,35.71,25.0,15.0,60.0,47.0,36.0,11.0,10.0,21.0
52a5a5e9-6715-11f0-b124-9ffadebc148f,away,689d1a0a-55bd-11f0-920c-f5c62c2828ba,Saint-Quentin,20.0,1.0,1.0,,23.0,21.0,12.0,57.14,PT200M,,75.0,27.0,7.0,25.93,38.0,21.0,55.26,30.0,24.0,6.0,10.0,12.0
